61,196,335,1
22,102,264,1
33,55,209,1
53,144,299,1
51,326,215,1
36,356,337,1
47,114,55,1
31,146,58,1
25,29,101,1
61,306,205,1
60,350,134,0
39,299,314,1
59,41,10,1
62,175,316,1
35,101,228,1
21,139,238,1
59,162,116,1
42,3,51,1
44,29,360,1
36,122,24,1
32,323,146,1
38,216,91,1
23,285,34,1
56,342,250,1
51,212,26,1
47,226,26,1
54,182,156,1
62,226,76,0
52,136,181,1
51,62,216,1
65,231,260,1
40,53,245,1
30,350,321,1
28,161,163,1
27,301,189,1
60,7,317,1
59,53,177,1
48,21,356,1
43,348,107,1
44,341,350,1
52,22,289,1
40,260,100,0
60,40,36,1
29,79,60,1
64,64,335,1
21,150,115,1
49,3,124,1
19,182,316,1
28,77,48,1
27,81,329,1
51,332,126,0
38,302,242,1
62,42,353,1
20,339,186,1
62,104,155,1
57,148,179,1
46,163,28,1
31,41,63,1
65,156,346,1
54,219,201,1
57,356,299,1
23,173,344,1
54,72,11,1
58,275,37,0
35,105,29,1
38,33,295,1
47,167,315,1
60,218,311,1
28,105,89,1
62,210,117,0
48,99,180,1
59,199,306,1
62,242,290,1
20,87,25,1
32,187,7,1
27,303,161,1
64,207,66,0
19,213,35,1
59,302,232,1
52,49,246,1
51,225,174,1
42,51,167,1
46,240,93,0
32,262,248,1
50,254,351,1
38,166,323,1
55,304,359,1
29,189,92,1
22,19,250,1
47,47,47,1
48,310,5,1
54,162,134,1
55,78,306,1
30,7,197,1
27,354,48,1
19,290,285,1
21,292,21,1
35,11,39,1
36,257,188,1
28,310,325,1
56,137,2,1
52,48,290,1
44,210,300,1
49,32,20,1
52,21,236,1
19,9,244,1
38,221,66,1
41,117,293,1
59,250,293,1
22,141,269,1
51,314,174,1
41,296,21,1
47,356,70,1
47,342,18,1
21,269,61,1
51,160,60,1
64,20,140,1
25,277,349,1
53,98,96,1
64,9,83,0
57,230,338,1
19,54,46,1
31,61,99,1
53,199,53,0
64,269,336,0
41,222,75,1
61,201,55,0
20,270,111,1
36,63,105,1
64,241,15,0
56,181,310,1
51,10,304,1
46,201,341,1
46,346,203,1
37,351,193,1
18,85,160,1
42,351,8,1
29,17,179,1
35,166,273,1
35,325,71,1
30,155,55,1
58,327,293,1
35,179,150,1
55,310,282,1
34,2,269,1
64,211,53,0
64,13,305,1
33,10,61,1
41,146,84,1
41,47,313,1
29,343,268,1
41,241,218,1
21,351,184,1
60,139,110,1
24,324,95,1
57,231,278,1
20,109,110,1
44,214,1,1
60,190,195,1
44,184,21,1
44,319,296,1
48,124,37,1
45,180,154,1
46,207,70,1
50,150,24,1
21,214,353,1
27,305,359,1
49,179,229,1
19,358,306,1
50,346,180,1
29,92,140,1
60,320,313,1
40,322,230,1
43,240,294,1
39,346,283,1
27,109,248,1
64,182,147,1
45,26,169,1
60,143,90,1
65,213,275,1
59,311,318,1
60,343,259,1
40,244,209,1
26,123,178,1
24,283,82,1
18,286,43,1
53,148,120,1
52,300,54,0
27,150,62,1
38,103,124,1
53,186,137,1
57,200,303,1
21,88,77,1
59,316,349,1
54,299,256,1
41,338,213,1
50,269,267,1
58,266,2,0
27,262,318,1
62,12,125,0
24,349,111,1
23,315,0,1
60,12,340,1
46,106,331,1
27,179,247,1
48,184,153,1
34,229,133,1
33,23,94,1
24,204,59,1
40,328,255,1
56,335,10,1
57,234,354,1
27,198,81,1
51,191,252,1
43,222,149,1
63,71,145,1
28,121,98,1
46,121,148,1
28,20,190,1
32,52,122,1
24,239,110,1
25,220,55,1
33,20,315,1
64,130,89,1
26,28,317,1
61,227,206,1
32,48,242,1
19,9,14,1
59,289,138,0
21,145,117,1
46,139,78,1
40,280,149,1
36,317,230,1
25,360,59,1
46,263,143,1
59,356,100,0
31,229,81,1
26,85,221,1
50,120,99,1
52,232,40,0
38,344,112,1
30,118,219,1
53,220,145,1
63,209,339,1
52,85,126,1
19,202,120,1
21,27,161,1
53,38,126,1
57,360,351,1
61,44,180,1
53,298,155,0
23,180,295,1
38,21,186,1
65,267,191,0
35,204,220,1
41,19,241,1
54,273,176,1
59,189,341,1
63,108,248,1
44,124,132,1
55,197,311,1
53,151,327,1
29,249,132,1
51,95,348,1
28,177,194,1
27,105,318,1
34,241,141,1
47,254,353,1
26,54,81,1
33,120,287,1
38,1,117,1
64,356,233,1
64,102,135,1
43,292,240,1
42,46,140,1
29,293,106,1
61,275,295,1
50,212,30,0
52,271,336,1
29,23,251,1
34,230,276,1
38,340,186,1
64,120,288,1
19,153,105,1
31,84,19,1
24,151,84,1
61,4,61,1
51,298,243,1
44,207,22,1
41,265,90,0
36,71,226,1
45,337,220,1
30,216,249,1
28,162,180,1
59,189,308,1
54,303,82,0
38,280,94,0
23,121,196,1
34,80,78,1
31,170,249,1
55,16,290,1
45,140,1,1
31,245,148,1
52,31,207,1
49,235,323,1
47,322,135,0
34,78,82,1
36,104,336,1
65,286,332,1
26,25,63,1
64,203,122,0
27,292,42,1
31,292,48,1
50,52,356,1
29,310,92,1
25,249,247,1
29,236,180,1
24,15,147,1
35,256,278,1
38,184,2,1
47,267,111,0
30,65,222,1
43,128,322,1
29,313,276,1
53,223,300,1
20,241,129,1
38,278,277,1
63,128,173,1
35,33,319,1
65,62,18,1
49,302,186,1
36,85,1,1
39,240,287,1
62,39,177,1
28,271,259,1
26,188,197,1
46,167,175,1
61,149,306,1
25,73,1,1
44,233,55,0
61,125,56,1
21,299,176,1
30,87,87,1
65,242,134,0
23,3,322,1
26,293,286,1
24,349,121,1
30,19,187,1
42,101,320,1
37,51,101,1
51,87,234,1
63,158,47,1
65,163,339,1
56,126,319,1
50,21,328,1
35,360,135,1
48,230,58,0
31,239,222,1
62,122,232,1
20,343,119,1
32,153,33,1
43,81,254,1
27,31,69,1
45,319,2,1
43,86,336,1
37,344,20,1
24,199,146,1
48,224,5,1
41,68,171,1
39,21,131,1
21,282,89,1
18,112,112,1
35,90,180,1
51,268,290,1
55,146,158,1
39,320,262,1
50,36,52,1
48,143,329,1
36,161,134,1
44,348,78,1
35,305,265,1
20,330,87,1
57,300,345,1
42,1,239,1
47,187,85,1
22,111,94,1
35,55,246,1
27,42,276,1
37,198,32,1
24,57,53,1
55,38,352,1
62,136,73,1
60,288,199,0
55,307,12,1
22,291,280,1
42,27,24,1
30,8,206,1
49,207,277,1
27,110,264,1
24,233,245,1
43,162,151,1
58,167,121,1
52,318,250,1
47,170,264,1
21,63,52,1
47,260,296,1
65,244,128,0
61,193,132,1
33,327,277,1
32,325,111,1
42,146,354,1
47,240,289,1
53,158,223,1
45,153,360,1
55,245,297,1
55,4,64,1
65,198,356,1
56,114,210,1
39,71,241,1
61,53,91,1
45,286,20,1
46,201,39,1
24,282,221,1
24,113,169,1
35,157,15,1
49,102,44,1
64,48,221,1
31,97,244,1
22,266,353,1
30,84,39,1
45,312,139,0
21,150,26,1
44,160,332,1
60,46,215,1
37,239,99,1
59,253,257,1
24,207,160,1
45,143,182,1
49,23,316,1
42,330,180,1
52,197,318,1
64,69,286,1
56,240,124,0
44,237,10,1
49,10,154,1
62,1,180,1
59,161,35,1
40,86,5,1
34,312,313,1
46,74,277,1
38,155,154,1
62,0,94,0
29,272,227,1
60,336,232,1
45,291,14,1
50,138,360,1
40,159,319,1
46,144,258,1
39,304,14,1
56,176,105,1
20,154,287,1
40,198,282,1
20,221,319,1
32,60,125,1
55,209,256,1
40,294,35,1
20,128,192,1
46,344,108,1
49,336,138,1
30,347,184,1
25,343,258,1
43,19,93,1
51,150,98,1
43,300,197,1
41,240,62,0
36,198,360,1
21,251,72,1
39,92,165,1
28,275,118,1
50,93,224,1
45,19,117,1
34,286,134,1
33,226,259,1
21,75,246,1
50,199,91,1
61,214,316,1
53,206,264,1
33,221,48,1
34,291,183,1
24,159,321,1
59,132,150,1
24,79,129,1
25,295,296,1
56,355,67,1
34,221,33,1
54,214,48,0
61,119,261,1
56,316,277,1
32,56,287,1
61,27,344,1
21,335,56,1
48,357,264,1
57,218,329,1
28,262,354,1
24,207,125,1
19,134,42,1
21,336,18,1
23,41,235,1
38,335,286,1
38,317,242,1
57,233,169,1
32,344,237,1
35,85,212,1
42,157,173,1
20,135,289,1
40,127,130,1
21,203,285,1
18,23,194,1
29,15,319,1
44,53,301,1
55,188,343,1
58,14,3,1
55,294,28,1
42,132,272,1
35,112,266,1
45,243,116,1
62,101,275,1
38,198,347,1
40,263,339,1
49,195,181,1
23,292,289,1
35,246,277,1
61,18,153,1
52,198,213,1
30,224,252,1
50,113,229,1
32,239,229,1
47,55,166,1
49,191,22,1
53,14,253,1
39,337,199,1
33,324,314,1
50,286,171,1
22,15,13,1
28,97,247,1
65,181,73,0
24,101,140,1
49,253,204,1
26,353,180,1
51,44,211,1
22,42,253,1
41,160,313,1
31,319,180,1
19,328,229,1
45,210,223,1
58,344,202,1
43,127,52,1
31,299,287,1
46,97,76,1
50,77,242,1
56,89,258,1
52,245,41,0
43,113,253,1
42,51,230,1
59,241,199,1
28,87,69,1
40,270,206,1
51,242,348,1
42,169,99,1
57,89,319,1
61,125,359,1
54,267,87,0
63,53,191,1
31,339,138,1
21,162,324,1
23,50,102,1
27,176,115,1
56,30,298,1
35,308,291,1
23,125,278,1
34,240,194,1
52,237,269,1
56,145,296,1
28,65,196,1
44,244,189,1
40,83,354,1
49,203,72,1
45,110,127,1
54,92,237,1
55,86,348,1
57,3,4,1
35,202,56,1
43,325,222,1
33,220,181,1
27,147,192,1
53,97,206,1
22,77,309,1
20,250,120,1
38,281,282,1
54,241,348,1
19,343,248,1
50,159,70,1
56,299,196,1
44,168,66,1
43,232,222,1
30,67,178,1
56,126,85,1
27,261,169,1
55,157,4,1
20,94,109,1
63,340,140,0
47,102,41,1
59,133,98,1
29,25,204,1
31,198,251,1
61,120,131,1
39,202,342,1
51,236,336,1
39,239,350,1
46,342,308,1
21,220,303,1
41,56,39,1
52,315,165,1
53,359,237,1
35,307,116,1
32,118,141,1
39,215,324,1
55,202,81,0
21,163,114,1
27,40,108,1
29,337,198,1
63,316,31,1
60,137,276,1
48,250,250,1
31,184,275,1
52,202,21,1
40,187,98,1
41,131,268,1
35,299,181,1
59,291,283,1
47,58,34,1
35,199,170,1
58,78,32,1
50,218,172,1
35,54,300,1
19,126,313,1
37,228,38,1
41,34,114,1
26,204,201,1
46,103,63,1
25,222,199,1
30,196,69,1
43,141,328,1
19,212,210,1
41,149,297,1
26,283,159,1
54,202,168,1
29,353,201,1
40,292,48,1
38,38,10,1
24,334,342,1
38,339,312,1
43,57,11,1
56,12,245,1
48,278,285,1
58,88,308,1
25,181,87,1
59,133,192,1
56,37,96,1
42,25,98,1
40,115,12,1
23,34,75,1
64,212,6,1
31,185,313,1
30,118,4,1
34,238,341,1
46,112,230,1
40,150,331,1
61,246,38,0
56,158,251,1
52,137,29,1
48,105,128,1
39,122,23,1
23,99,65,1
41,189,151,1
64,124,247,1
43,196,229,1
47,154,352,1
54,255,39,0
43,71,184,1
57,81,321,1
51,314,125,0
37,72,94,1
61,249,314,1
40,38,225,1
61,290,36,0
53,247,240,1
54,302,104,0
45,274,221,1
22,146,204,1
40,309,34,1
24,212,196,1
31,295,120,1
41,207,260,1
48,310,29,1
30,321,263,1
31,94,157,1
46,193,172,1
50,180,171,1
41,286,315,1
44,93,207,1
33,244,183,1
41,319,43,1
38,207,266,1
62,127,130,1
29,182,47,1
32,307,29,1
29,211,202,1
54,343,339,1
53,21,302,1
53,344,48,1
34,21,303,1
33,220,181,1
56,190,163,1
58,9,191,1
31,44,84,1
30,342,84,1
29,323,255,1
36,291,72,1
40,159,260,1
32,244,255,1
41,268,160,1
44,43,204,1
25,297,12,1
40,113,85,1
60,326,330,1
59,241,13,0
51,9,147,1
46,38,297,1
53,207,95,0
46,97,140,1
57,304,175,0
62,84,74,1
33,344,291,1
19,109,190,1
20,270,212,1
21,316,122,1
64,118,32,1
45,125,358,1
24,10,295,1
25,86,216,1
37,1,51,1
23,175,186,1
39,276,15,1
45,336,155,1
20,101,68,1
36,304,246,1
46,214,42,1
56,319,324,1
22,325,312,1
28,291,134,1
52,154,261,1
51,7,2,1
56,341,12,1
50,351,321,1
61,252,131,0
36,144,229,1
50,32,351,1
25,110,341,1
20,162,211,1
43,99,270,1
65,272,73,0
51,88,272,1
54,302,254,1
42,95,325,1
45,2,169,1
41,29,47,1
51,298,13,1
63,189,167,1
23,308,34,1
55,119,42,1
56,287,223,1
57,273,355,1
41,266,196,1
63,78,177,1
27,58,189,1
64,269,100,0
22,91,263,1
52,294,304,1
63,141,293,1
63,354,111,0
21,20,354,1
34,340,273,1
18,176,351,1
24,65,149,1
26,268,30,1
31,122,73,1
38,129,86,1
43,298,114,0
22,223,260,1
51,105,317,1
18,344,101,1
22,323,316,1
51,257,183,1
18,97,208,1
20,191,159,1
30,41,153,1
42,72,97,1
48,71,73,1
28,224,159,1
55,59,118,1
49,339,268,1
59,188,161,1
41,43,178,1
38,136,33,1
29,201,340,1
20,320,252,1
26,257,201,1
54,58,343,1
40,127,168,1
61,75,32,1
25,354,64,1
18,163,229,1
44,217,202,1
53,213,103,0
48,190,263,1
22,342,312,1
57,264,303,1
60,294,192,1
45,50,36,1
49,240,274,1
60,29,61,1
51,62,176,1
47,120,206,1
36,92,172,1
33,205,9,1
27,227,289,1
48,128,269,1
56,69,102,1
24,135,324,1
50,12,45,1
23,213,9,1
21,187,283,1
40,242,164,1
25,200,313,1
53,188,200,1
19,334,167,1
40,34,358,1
37,334,39,1
34,327,164,1
64,208,23,0
21,289,153,1
63,197,82,0
39,14,269,1
55,5,190,1
19,187,285,1
49,308,183,1
58,160,270,1
46,319,47,1
54,290,236,1
35,181,120,1
56,231,47,0
33,216,159,1
58,64,110,1
44,335,24,1
42,197,174,1
53,117,111,1
55,325,103,0
19,190,143,1
45,94,324,1
37,138,329,1
22,239,74,1
51,232,206,1
38,170,233,1
20,301,118,1
50,284,277,1
64,305,102,0
23,37,284,1
19,48,248,1
31,290,349,1
47,152,178,1
34,320,47,1
44,65,276,1
47,275,99,0
28,328,25,1
32,319,15,1
46,137,259,1
43,295,105,0
50,131,40,1
26,56,120,1
60,196,234,1
30,123,261,1
31,230,261,1
51,99,148,1
62,68,337,1
47,137,152,1
57,128,182,1
43,142,305,1
44,259,360,1
19,120,256,1
30,110,263,1
21,222,1,1
30,81,161,1
47,158,292,1
28,153,114,1
37,168,205,1
34,68,38,1
40,118,235,1
30,1,299,1
20,135,277,1
58,266,341,0
29,302,16,1
26,253,272,1
41,156,205,1
25,42,299,1
38,219,301,1
36,42,133,1
49,93,227,1
35,339,113,1
20,286,300,1
31,245,335,1
58,151,272,1
50,253,188,1
61,348,180,1
31,22,148,1
31,272,73,1
38,353,245,1
36,218,41,1
31,124,104,1
22,184,254,1
55,71,12,1
48,210,84,1
46,153,67,1
28,357,124,1
21,350,307,1
35,89,139,1
24,219,35,1
50,130,5,1
53,170,224,1
64,213,193,1
52,209,127,1
41,224,313,1
56,96,324,1
34,152,9,1
18,231,224,1
62,85,244,1
24,300,186,1
61,351,251,1
53,85,305,1
48,301,280,1
33,5,57,1
39,201,341,1
54,354,250,1
64,114,72,1
21,296,115,1
20,297,77,1
45,156,314,1
23,237,55,1
19,69,296,1
23,286,186,1
60,132,282,1
40,218,315,1
34,278,270,1
35,279,275,1
63,76,227,1
60,152,253,1
63,112,128,1
41,111,157,1
40,84,144,1
47,251,93,0
39,345,116,1
40,288,247,1
43,12,128,1
41,290,97,0
23,281,141,1
47,143,230,1
54,248,279,1
61,20,348,1
20,32,210,1
62,123,241,1
34,275,304,1
48,104,181,1
57,316,96,0
28,140,345,1
54,56,316,1
43,49,333,1
63,29,196,1
19,141,178,1
27,215,249,1
37,48,179,1
40,136,264,1
22,69,263,1
48,216,321,1
29,177,347,1
39,170,249,1
64,171,129,1
59,275,3,0
50,322,55,1
64,83,262,1
64,113,136,1
51,242,54,0
58,350,211,1
21,31,229,1
33,195,103,1
24,37,192,1
24,54,121,1
52,343,192,1
65,218,228,1
46,205,349,1
39,270,206,1
54,256,47,0
45,337,72,1
59,360,113,0
54,15,236,1
33,270,42,1
59,322,336,1
61,248,192,1
37,115,53,1
24,70,342,1
31,227,161,1
49,178,45,1
28,81,276,1
40,72,296,1
31,31,217,1
63,282,224,1
65,2,192,1
59,19,71,1
45,76,170,1
41,244,356,1
43,208,223,1
29,337,349,1
26,121,122,1
58,255,10,0
31,137,199,1
62,229,221,1
40,173,50,1
22,47,215,1
24,192,139,1
60,235,286,1
25,144,240,1
64,320,104,0
29,205,40,1
31,25,26,1
50,192,156,1
31,163,190,1
25,34,76,1
36,333,355,1
45,273,261,1
52,232,267,1
50,57,104,1
64,158,330,1
28,217,240,1
33,318,8,1
47,44,102,1
25,161,184,1
62,108,73,1
29,298,354,1
25,281,174,1
35,114,51,1
62,336,321,1
55,149,194,1
56,108,181,1
34,243,129,1
29,78,341,1
39,313,226,1
52,153,239,1
20,122,264,1
43,139,123,1
35,357,278,1
46,23,273,1
49,46,274,1
55,88,206,1
33,273,336,1
58,148,246,1
41,216,205,1
32,91,120,1
50,238,69,0
58,159,171,1
47,183,76,1
39,36,341,1
42,123,239,1
22,179,335,1
59,103,190,1
31,323,147,1
65,308,333,1
48,29,346,1
55,360,336,1
25,57,339,1
58,99,187,1
64,70,223,1
49,63,195,1
27,320,165,1
56,194,186,1
31,227,94,1
23,228,354,1
19,209,265,1
19,228,221,1
21,26,348,1
40,221,60,1
41,127,82,1
30,358,112,1
32,158,40,1
29,83,119,1
55,66,182,1
58,157,240,1
18,176,171,1
59,300,303,1
48,191,49,1
29,113,174,1
25,81,158,1
36,269,290,1
29,148,261,1
58,317,235,1
31,131,331,1
55,249,123,0
43,151,189,1
20,271,254,1
26,264,222,1
45,177,31,1
55,135,331,1
23,122,172,1
45,86,243,1
19,97,122,1
48,8,229,1
34,300,144,1
57,310,62,0
18,75,131,1
53,38,84,1
41,278,146,1
61,349,142,0
33,41,293,1
22,168,113,1
28,295,211,1
28,10,124,1
41,144,29,1
27,359,109,1
31,284,179,1
44,2,292,1
55,0,128,1
23,159,114,1
37,307,24,1
37,178,35,1
29,100,179,1
25,145,147,1
63,307,219,1
57,251,222,1
21,110,95,1
30,327,319,1
52,258,129,0
27,357,23,1
48,188,51,1
33,38,66,1
63,78,43,1
46,151,293,1
52,21,28,1
41,263,230,1
31,157,319,1
60,227,36,0
37,247,234,1
38,356,150,1
21,66,17,1
39,141,302,1
59,355,219,1
47,200,307,1
32,254,339,1
57,117,271,1
41,25,324,1
63,298,173,0
43,179,138,1
51,44,3,1
23,26,31,1
62,323,184,1
59,41,249,1
28,305,69,1
37,92,290,1
57,121,266,1
29,26,285,1
21,316,4,1
62,326,63,0
47,270,165,1
37,150,235,1
58,313,157,0
52,69,63,1
39,145,65,1
23,277,251,1
62,226,203,1
58,115,12,1
28,227,165,1
57,231,116,0
35,200,142,1
22,183,22,1
53,299,281,1
53,309,266,1
43,11,269,1
52,156,0,1
43,325,39,1
32,302,106,1
58,69,307,1
48,142,126,1
57,345,68,1
47,211,246,1
47,107,326,1
21,155,157,1
53,144,127,1
34,167,236,1
58,110,142,1
35,150,335,1
47,179,50,1
32,63,146,1
31,249,195,1
55,46,115,1
27,81,220,1
33,38,91,1
52,122,66,1
25,45,265,1
52,316,219,1
56,186,306,1
32,328,310,1
21,181,189,1
38,255,284,1
33,173,171,1
28,184,346,1
58,298,214,1
28,239,222,1
41,168,180,1
25,149,349,1
29,230,115,1
57,232,65,0
26,39,119,1
30,251,163,1
41,125,140,1
52,358,284,1
26,68,297,1
39,231,300,1
22,181,290,1
60,265,157,0
65,224,246,1
26,197,61,1
45,274,40,1
57,246,146,0
44,174,300,1
38,74,12,1
60,24,266,1
46,50,164,1
59,354,90,0
26,245,259,1
22,235,287,1
51,253,49,0
35,43,205,1
45,102,55,1
23,109,9,1
46,261,237,1
29,114,339,1
51,20,307,1
52,117,148,1
31,212,230,1
48,26,171,1
29,69,112,1
21,320,205,1
30,319,296,1
23,46,182,1
59,251,67,0
24,332,205,1
64,343,220,1
58,285,196,1
55,200,197,1
61,54,4,1
28,101,141,1
29,341,224,1
44,158,193,1
64,41,264,1
63,307,28,0
55,256,168,1
29,66,345,1
27,288,211,1
63,114,272,1
48,146,317,1
59,155,30,1
34,41,118,1
58,353,100,0
34,241,177,1
29,237,342,1
51,302,237,1
55,62,322,1
33,218,272,1
64,65,268,1
63,240,153,0
59,86,293,1
51,286,129,0
53,82,167,1
40,62,141,1
53,198,16,1
27,313,309,1
31,198,328,1
21,313,96,1
60,173,94,0
37,358,321,1
29,320,307,1
49,117,295,1
27,317,177,1
39,202,23,1
31,12,156,1
60,294,168,0
22,93,328,1
59,304,346,1
33,182,272,1
38,57,128,1
52,189,12,1
52,251,343,1
52,123,212,1
42,229,317,1
19,294,2,1
39,304,78,1
19,52,120,1
57,222,194,1
39,240,287,1
46,272,340,1
57,294,173,0
25,168,177,1
37,171,92,1
40,315,100,1
58,70,359,1
54,315,231,1
50,68,163,1
51,48,27,1
53,40,84,1
62,188,75,0
53,190,109,1
34,318,66,1
63,109,251,1
26,299,145,1
47,227,81,0
47,263,143,1
44,296,178,1
40,132,117,1
39,314,46,1
30,304,172,1
29,218,90,1
21,227,204,1
62,20,238,1
64,183,112,0
22,330,59,1
58,358,66,1
44,86,280,1
52,14,106,1
20,208,18,1
59,206,42,0
39,134,45,1
39,258,126,1
42,224,77,1
59,327,82,0
55,159,152,1
45,75,171,1
39,141,90,1
64,151,205,1
26,15,127,1
31,128,81,1
21,276,147,1
41,79,92,1
29,237,28,1
24,235,232,1
57,210,206,1
41,178,27,1
31,271,105,1
53,357,342,1
64,313,186,0
49,24,226,1
32,65,312,1
41,292,235,1
33,258,297,1
23,183,169,1
35,222,282,1
21,108,241,1
27,29,147,1
58,63,349,1
50,305,151,0
51,279,90,0
55,206,191,1
63,229,347,1
54,117,60,1
43,137,298,1
38,193,119,1
32,44,199,1
45,346,237,1
19,339,239,1
41,67,329,1
63,83,73,1
26,332,16,1
59,95,316,1
25,352,153,1
41,144,132,1
25,323,238,1
27,238,72,1
21,259,58,1
60,297,204,1
65,203,157,1
34,138,10,1
51,269,311,1
63,150,252,1
24,212,104,1
38,165,52,1
42,281,280,1
45,144,332,1
28,144,317,1
33,169,72,1
20,186,6,1
56,44,255,1
56,278,111,0
26,226,148,1
54,266,193,1
27,224,204,1
47,18,41,1
